,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TrainingTimesLastYear,WorkLifeBalance,YearsSinceLastPromotion,EduField_Dept,Job_Coy,Edu_Age_TotalWorking,CurrMgr_Coy,CurrRole_CurrMgr
162,0,2,440,1,21,3,3,3,0,42,3,6,4,2,2713,6672,1,0,11,3,3,1,2,1,0,1,0.16666666666666666,0.09090909090909091,0.3333333333333333,0.6666666666666666
163,0,2,334,1,24,2,1,3,0,83,4,0,4,0,9439,23402,3,1,16,3,2,1,2,1,1,1,0.5,0.028985507246376812,0.6666666666666666,0.6
164,0,0,1450,1,3,3,3,3,0,79,2,6,3,0,2566,25326,1,1,15,3,4,1,2,2,0,1,0.5,0.10714285714285714,0.5,0.5
165,0,2,1452,1,11,3,1,3,0,53,3,3,2,1,19926,17053,3,0,15,3,2,0,5,3,4,1,0.8333333333333334,0.04225352112676056,0.6666666666666666,0.8
166,0,2,465,1,14,3,1,1,0,56,3,6,3,0,2451,4609,4,0,12,3,1,1,2,3,1,1,0.1,0.05555555555555555,0.8,0.8888888888888888
167,0,2,1339,2,5,3,1,2,0,41,3,7,4,2,9419,8053,2,0,12,3,3,1,2,3,7,2,0.2727272727272727,0.07142857142857142,0.36363636363636365,1.8
168,0,2,702,2,1,4,1,1,0,59,2,7,4,1,8686,12930,4,0,22,4,3,0,2,4,0,2,0.2222222222222222,0.08,0.7777777777777778,0.375
169,0,2,120,1,6,5,1,3,0,43,3,6,3,1,3038,12430,3,0,20,4,1,0,2,3,1,1,0.16666666666666666,0.125,0.6666666666666666,0.8
170,0,2,1157,1,17,3,4,3,0,51,3,6,2,2,3058,13364,0,1,16,3,4,1,3,2,1,1,0.16666666666666666,0.09090909090909091,0.16666666666666666,1.0
171,1,1,602,2,1,1,4,3,0,100,1,8,1,1,2325,20989,0,0,21,4,1,0,5,4,0,2,1.0,0.05,0.0,0.0
172,0,1,1480,1,3,2,3,4,0,30,3,2,2,1,2088,15062,4,0,12,3,3,0,3,2,7,1,0.1111111111111111,0.04081632653061224,0.2222222222222222,2.3333333333333335
173,0,0,111,1,9,3,3,3,0,66,3,2,1,0,3072,11012,1,0,11,3,3,2,4,3,6,1,0.15384615384615385,0.07142857142857142,0.7692307692307693,0.8181818181818182
174,0,2,1268,2,4,2,1,3,0,30,3,7,1,0,5006,6319,4,1,11,3,1,1,3,4,0,2,0.3333333333333333,0.037037037037037035,0.5,1.0
175,0,2,713,1,8,3,1,3,0,67,3,6,1,0,4257,13939,4,1,18,3,3,1,3,3,2,1,0.3333333333333333,0.04,0.6666666666666666,0.6666666666666666
176,0,2,134,1,2,3,1,3,0,90,3,6,4,1,2500,10515,0,0,14,3,1,0,2,4,0,1,0.25,0.08108108108108109,0.5,0.3333333333333333
177,1,2,303,1,2,3,1,2,0,47,2,2,4,1,1102,9241,1,0,22,4,3,0,3,2,1,1,0.5,0.15,0.0,0.0
178,0,2,526,2,1,2,2,2,0,92,3,7,1,0,10453,2137,1,0,25,4,3,3,2,3,15,1,0.12,0.02857142857142857,0.28,1.625
179,0,2,1380,1,9,2,1,3,0,75,3,2,4,1,2288,6319,1,0,12,3,3,0,3,3,2,1,0.3333333333333333,0.05,0.3333333333333333,1.0
180,0,2,140,1,12,1,3,3,0,95,3,6,4,2,3929,6984,8,1,23,4,3,1,0,3,0,1,0.2,0.02631578947368421,0.4,0.6666666666666666
181,0,2,629,1,27,2,3,4,0,95,3,6,2,1,2311,5711,2,0,15,3,4,0,3,3,1,1,0.25,0.046511627906976744,0.5,0.6666666666666666
182,1,2,1356,2,20,2,2,2,0,70,3,8,2,1,3140,21728,1,1,22,4,4,0,5,2,0,1,0.2,0.044444444444444446,0.4,1.0
183,0,2,328,1,1,3,3,3,0,86,2,2,3,2,3690,3425,2,0,15,3,4,1,2,2,0,1,0.25,0.05454545454545454,0.5,0.6666666666666666
184,0,2,1084,1,13,2,3,4,0,57,4,4,1,0,4450,26250,1,0,11,3,3,2,3,3,1,1,0.4,0.034482758620689655,0.6,0.5
185,0,2,931,1,14,3,3,4,0,72,3,6,2,2,2756,4673,1,0,13,3,4,1,5,3,1,1,0.1111111111111111,0.07317073170731707,0.6666666666666666,1.0
186,0,2,989,1,4,1,3,4,0,46,3,3,3,2,19033,6499,1,0,14,3,2,1,2,3,9,1,0.23809523809523808,0.01639344262295082,0.42857142857142855,0.8
187,0,2,692,1,14,4,3,3,0,61,4,5,2,1,18722,13339,8,0,11,3,4,0,3,3,2,1,0.2,0.04395604395604396,0.6,0.9375
188,0,1,1069,1,2,1,1,4,0,45,2,4,3,2,9547,14074,1,0,17,3,3,0,2,2,1,1,0.18181818181818182,0.022727272727272728,0.8181818181818182,0.9
189,0,2,313,1,3,3,3,4,0,98,3,0,2,1,13734,7192,3,0,18,3,3,0,6,3,1,1,0.5,0.041666666666666664,0.0,7.0
190,0,2,699,1,1,4,1,3,0,65,2,3,3,2,19999,5678,0,0,14,3,1,1,5,3,11,1,0.14705882352941177,0.046511627906976744,0.2647058823529412,1.8
191,0,2,894,1,9,3,3,4,0,99,3,6,2,1,2279,11781,1,0,16,3,4,0,2,2,0,1,0.125,0.08823529411764706,0.375,1.75
192,1,2,556,1,23,2,1,2,0,50,2,4,3,2,5916,15497,3,1,13,3,1,0,1,3,0,1,1.0,0.046511627906976744,0.5,0.0
193,0,0,1344,1,7,3,3,4,0,37,4,6,4,0,2089,5228,4,0,14,3,4,3,3,4,2,1,0.16666666666666666,0.06,0.3333333333333333,1.3333333333333333
194,0,0,1195,1,2,2,3,1,0,65,2,3,4,2,16792,20462,9,0,23,4,4,1,1,3,11,1,0.19047619047619047,0.029850746268656716,0.38095238095238093,0.8888888888888888
195,0,2,290,1,21,3,1,2,0,65,4,6,1,2,3564,22977,1,1,12,3,1,1,3,2,1,1,0.1111111111111111,0.06666666666666667,0.7777777777777778,0.875
196,0,1,138,1,2,3,3,2,0,37,3,2,2,1,4425,15986,5,0,11,3,4,0,5,3,1,1,0.2857142857142857,0.06666666666666667,0.2857142857142857,0.6666666666666666
197,0,0,926,1,21,2,3,3,0,36,3,4,3,0,5265,16439,2,0,16,3,2,1,5,3,0,1,0.3333333333333333,0.03773584905660377,0.3333333333333333,1.0
198,0,2,1261,1,2,4,1,4,0,88,3,4,3,2,6553,7259,9,0,14,3,2,0,3,3,0,1,1.0,0.07692307692307693,0.0,0.0
199,0,2,1084,1,29,3,4,4,0,54,3,4,4,2,6261,4185,3,0,18,3,1,1,3,1,1,1,0.25,0.06382978723404255,0.875,0.875
200,0,1,472,1,1,1,4,3,0,60,2,4,1,2,4298,9679,5,0,19,3,3,1,1,3,2,1,0.6666666666666666,0.030303030303030304,0.0,2.0
201,0,0,1002,1,18,4,1,4,0,92,3,4,4,0,6804,23793,1,1,15,3,1,2,0,3,1,1,0.25,0.07142857142857142,0.875,0.875
202,0,1,878,1,10,4,3,4,0,43,3,6,3,0,3815,5972,1,1,17,3,4,1,4,4,2,1,0.16666666666666666,0.10256410256410256,0.0,3.0
203,0,2,905,1,19,2,3,3,0,99,3,2,4,2,2741,16523,8,1,15,3,3,1,2,4,3,1,0.25,0.03636363636363636,0.875,0.25
204,1,2,1180,1,29,1,3,2,0,70,3,0,1,2,6673,11354,7,1,19,3,2,0,2,3,0,1,1.0,0.01818181818181818,0.0,0.0
205,1,2,121,2,27,3,2,2,0,35,3,7,4,2,7639,24525,1,0,22,4,4,3,3,2,1,1,0.2727272727272727,0.07692307692307693,0.8181818181818182,0.4
206,0,2,1136,1,5,3,1,4,0,60,4,6,2,0,2328,12392,1,1,16,3,1,1,2,2,2,1,0.2,0.11538461538461539,0.4,0.6666666666666666
207,0,1,635,1,18,1,3,2,0,73,3,2,4,1,2153,7703,1,0,13,3,1,0,2,3,1,1,0.1111111111111111,0.022727272727272728,0.7777777777777778,0.125
208,0,0,1151,1,9,5,1,4,0,63,2,0,4,2,4876,14242,9,0,14,3,4,1,5,1,0,1,0.5,0.1111111111111111,0.5,0.6666666666666666
209,0,2,644,1,1,4,3,4,0,97,3,0,1,0,9396,12368,7,0,16,3,3,1,3,3,0,1,0.6,0.06349206349206349,0.6,0.5
210,1,2,1045,2,4,4,3,4,0,32,1,7,4,2,10400,25812,1,0,11,3,3,0,2,2,9,2,0.2,0.08695652173913043,0.5333333333333333,0.8888888888888888
211,0,0,829,1,1,1,1,3,0,88,2,4,3,1,8474,20925,1,0,22,4,3,0,2,3,5,1,0.25,0.023809523809523808,0.6666666666666666,0.8888888888888888
212,0,1,1242,2,20,3,1,4,0,90,3,7,3,1,9981,12916,1,0,14,3,4,0,2,3,0,2,0.25,0.08823529411764706,0.875,0.875
213,0,2,1469,1,8,4,1,2,0,81,2,5,2,2,12490,15736,5,0,16,3,4,2,5,1,4,1,0.2727272727272727,0.05970149253731343,0.6363636363636364,1.125
214,1,2,1005,1,3,3,4,4,0,88,3,6,1,1,2657,8556,5,1,11,3,3,0,5,3,0,1,0.16666666666666666,0.07894736842105263,0.6666666666666666,0.4
215,0,2,896,2,6,3,1,4,0,75,3,3,4,1,13591,14674,3,1,18,3,3,0,3,3,0,2,1.5,0.05263157894736842,0.0,0.0
216,1,1,334,2,26,4,2,3,0,52,2,7,1,1,6696,22967,5,0,15,3,3,0,5,2,0,1,0.2857142857142857,0.10256410256410256,0.14285714285714285,1.5
217,1,2,992,1,1,3,4,3,0,85,3,6,3,1,2058,19757,0,0,14,3,4,0,1,2,1,1,0.14285714285714285,0.08333333333333333,0.7142857142857143,0.3333333333333333
218,0,0,1052,2,6,3,3,4,0,57,2,7,4,1,8865,16840,6,0,12,3,4,0,2,3,12,2,0.15,0.04411764705882353,0.4,0.7777777777777778
219,0,2,1147,2,3,3,2,4,0,52,3,7,1,2,5940,17011,2,0,14,3,4,1,4,3,0,1,0.2857142857142857,0.04285714285714286,0.7142857142857143,0.3333333333333333
220,0,2,1396,1,5,2,1,4,0,62,3,2,2,1,5914,9945,8,0,16,3,4,0,3,4,3,1,0.14285714285714285,0.038461538461538464,0.5,1.375
221,0,2,147,1,4,4,3,3,0,47,2,6,2,2,2622,13248,6,0,21,4,4,0,3,3,1,1,0.25,0.1,0.25,1.0
222,0,1,663,1,11,3,5,2,0,47,3,5,4,0,12185,10056,1,1,14,3,3,3,1,3,0,0,0.2727272727272727,0.06382978723404255,0.6363636363636364,1.0
223,0,2,119,2,3,3,1,1,0,76,3,7,3,0,10609,9647,0,0,12,3,3,2,6,2,5,2,0.17647058823529413,0.05454545454545454,0.7647058823529411,0.7142857142857143
224,0,0,979,1,1,4,3,3,0,90,1,4,3,2,4345,4381,0,0,12,3,4,1,2,3,1,1,0.3333333333333333,0.10810810810810811,0.6666666666666666,0.8
225,0,2,142,1,3,3,1,3,0,70,2,6,4,2,2177,8456,3,0,17,3,1,1,6,3,0,1,0.5,0.045454545454545456,0.0,0.0
226,0,1,319,2,4,4,2,1,0,41,3,8,4,0,2793,2539,4,0,17,3,3,1,2,3,5,1,0.1,0.08,0.8,0.8888888888888888
227,0,1,1413,2,1,1,3,2,0,42,3,7,4,2,7918,6599,1,0,14,3,4,1,5,3,4,2,0.25,0.025,0.08333333333333333,5.0
228,0,1,944,2,1,3,2,3,0,92,3,7,3,1,8789,9096,1,0,14,3,1,0,3,4,0,1,0.2727272727272727,0.06666666666666667,0.7272727272727273,0.7777777777777778
229,1,2,896,1,18,1,3,3,0,86,2,6,4,1,2389,14961,1,1,13,3,3,0,3,2,0,1,0.2,0.030303030303030304,0.2,1.5
230,0,2,1323,1,2,3,1,3,0,89,2,2,4,1,3212,3300,7,0,15,3,2,0,3,2,2,1,0.3333333333333333,0.05172413793103448,0.6666666666666666,0.6666666666666666
231,0,2,532,1,4,2,4,3,0,58,3,3,4,2,19232,4933,1,0,11,3,4,0,3,3,11,1,0.21739130434782608,0.03125,0.6521739130434783,1.0625
232,0,2,818,0,6,2,3,2,0,52,3,1,3,2,2267,25657,8,0,17,3,4,0,2,2,2,0,0.3333333333333333,0.030303030303030304,0.6666666666666666,0.6666666666666666
233,0,2,854,2,1,4,3,4,0,68,3,3,4,0,19517,24118,3,0,11,3,3,1,3,2,0,2,0.625,0.04878048780487805,0.75,0.0
234,1,2,813,1,14,3,3,3,0,58,3,2,4,2,2436,22149,5,1,13,3,3,1,2,1,0,1,0.16666666666666666,0.07317073170731707,0.6666666666666666,0.8
235,0,2,1034,2,16,3,2,4,0,80,3,3,4,2,16064,7744,5,1,22,4,3,1,3,3,1,1,0.2222222222222222,0.046153846153846156,0.5,1.3
236,1,2,465,1,2,2,1,1,0,39,3,2,1,2,2707,21509,7,0,20,4,1,0,3,4,1,1,0.1,0.043478260869565216,0.7,0.875
237,0,0,771,2,2,4,1,1,0,79,2,3,3,1,19068,21030,1,1,18,3,4,0,2,4,15,2,0.14705882352941177,0.047058823529411764,0.35294117647058826,0.5384615384615384
238,0,2,1401,2,4,2,1,3,0,56,3,8,2,2,3931,20990,2,0,11,3,1,1,5,3,1,2,0.2,0.05263157894736842,0.4,1.0
239,1,2,515,1,1,3,1,4,0,62,2,2,3,1,3730,9571,0,1,14,3,4,0,2,1,1,1,0.25,0.08333333333333333,0.5,0.6666666666666666
240,0,2,1431,1,1,4,3,3,0,96,3,2,3,0,2232,15417,7,0,14,3,3,3,1,3,1,1,0.25,0.08695652173913043,0.5,0.6666666666666666
241,0,0,976,2,26,4,2,3,0,100,3,7,4,2,4465,12069,0,0,18,3,1,0,2,3,2,1,0.5,0.1111111111111111,0.5,0.6666666666666666
242,0,2,1411,1,19,2,1,3,0,36,3,6,1,0,3072,19877,2,0,16,3,1,2,2,2,0,1,1.0,0.034482758620689655,0.0,0.0
243,0,2,1300,1,24,2,4,1,0,62,3,6,4,0,3319,24447,1,0,17,3,1,2,3,3,4,1,0.2,0.04081632653061224,0.7,1.0
244,0,2,252,1,1,3,5,3,0,70,4,3,4,2,19202,15970,0,0,11,3,3,1,2,3,1,0,0.2,0.04285714285714286,0.28,0.0
245,0,1,1327,1,3,4,3,2,0,73,3,5,3,0,13675,13523,9,0,12,3,1,1,3,3,2,1,1.0,0.1,0.6666666666666666,0.6666666666666666
246,0,2,832,1,5,4,1,3,0,63,2,6,4,2,2911,14776,1,0,13,3,3,1,2,2,0,1,0.3333333333333333,0.11428571428571428,0.6666666666666666,0.6666666666666666
247,0,2,470,1,2,4,1,4,0,84,2,4,1,2,5957,23687,6,0,13,3,2,1,3,3,5,1,0.16666666666666666,0.0851063829787234,0.75,0.9
248,0,2,1017,1,1,2,3,3,0,83,2,6,1,2,3920,18697,2,0,14,3,1,1,2,2,0,1,0.25,0.037037037037037035,0.5,0.3333333333333333
249,0,1,1199,1,7,4,1,1,0,77,4,4,3,2,6434,5118,4,0,17,3,4,1,1,3,0,1,0.5,0.07407407407407407,0.5,0.6666666666666666
250,1,1,504,1,10,3,3,1,0,61,3,4,3,0,10048,22573,6,0,11,3,2,2,5,3,0,1,1.5,0.05555555555555555,0.0,0.0
251,0,1,505,1,2,4,4,3,0,64,3,0,3,1,10938,6420,0,0,25,4,4,0,1,3,11,1,0.15,0.06779661016949153,0.4,0.6666666666666666
252,0,2,665,1,15,3,1,3,0,60,3,6,4,1,2340,22673,1,0,19,3,1,0,1,3,1,1,0.14285714285714285,0.08571428571428572,0.7142857142857143,0.8333333333333334
253,0,2,916,1,17,2,1,4,0,82,4,6,1,1,6545,23016,3,1,13,3,3,0,1,3,0,1,0.5,0.038461538461538464,0.5,0.6666666666666666
254,0,2,1247,2,20,2,2,4,0,45,3,7,4,0,6931,10732,2,0,14,3,4,1,2,3,0,1,0.5,0.05128205128205128,0.5,0.6666666666666666
255,0,2,685,1,1,3,1,1,0,62,3,4,3,2,4898,7505,0,0,12,3,4,2,3,3,1,1,0.4,0.1,0.4,0.6666666666666666
256,0,2,269,1,2,3,3,4,0,56,2,2,1,0,2593,8007,0,1,11,3,3,1,4,3,7,1,0.1,0.057692307692307696,0.8,0.6666666666666666
257,0,2,1416,1,2,2,3,1,0,49,3,5,3,0,19436,5949,0,0,19,3,4,1,5,3,3,1,0.22727272727272727,0.03225806451612903,0.4090909090909091,0.7
258,0,2,833,1,1,3,1,3,0,96,3,6,4,2,2723,23231,1,0,11,3,2,0,0,2,0,1,0.5,0.057692307692307696,0.0,0.0
259,1,1,307,1,29,2,3,3,0,71,2,2,2,1,3479,11652,0,0,11,3,2,0,2,4,1,1,0.16666666666666666,0.05405405405405406,0.6666666666666666,0.8
260,0,1,1311,1,7,3,1,2,0,100,4,2,2,2,2794,26062,1,0,20,4,3,0,3,1,0,1,0.16666666666666666,0.08108108108108109,0.5,0.25
261,0,0,1327,2,2,2,1,4,0,39,2,7,4,2,5249,19682,3,0,18,3,4,1,0,3,7,2,0.2222222222222222,0.0392156862745098,0.5555555555555556,1.1666666666666667
262,0,2,128,1,2,1,4,4,0,84,2,2,1,1,2176,19737,4,0,13,3,4,0,5,3,0,1,0.2857142857142857,0.024390243902439025,0.5714285714285714,0.4
263,0,2,488,2,2,3,4,3,0,75,1,3,2,2,16872,14977,3,1,12,3,2,1,2,2,7,2,0.5,0.04054054054054054,0.875,0.875
264,1,2,529,1,2,4,1,1,0,79,3,2,3,1,3485,14935,2,0,11,3,3,0,5,1,0,1,1.0,0.12121212121212122,0.0,0.0
265,0,2,1210,2,2,3,3,1,0,78,2,7,2,2,6644,3687,2,0,19,3,2,2,2,3,0,2,2.0,0.07692307692307693,0.0,0.0
266,0,2,1463,1,23,3,3,2,0,64,2,0,4,2,5582,14408,0,0,21,4,2,1,2,3,7,1,0.2,0.07317073170731707,0.8,0.0
267,0,0,675,1,5,2,1,2,0,85,4,0,1,0,4000,18384,1,0,12,3,4,2,2,3,1,1,0.2857142857142857,0.06451612903225806,0.7142857142857143,0.5
268,0,2,1385,1,20,2,3,3,0,79,3,0,4,2,13496,7501,0,1,14,3,2,0,2,3,4,1,0.19047619047619047,0.030303030303030304,0.47619047619047616,0.6363636363636364
269,0,2,1403,1,6,3,1,4,0,47,3,2,4,2,3210,20251,0,0,11,3,3,1,4,3,10,1,0.0625,0.057692307692307696,0.6875,1.0833333333333333
270,0,2,452,1,1,3,3,4,0,81,3,3,1,1,19045,18938,0,1,14,3,3,0,2,3,4,1,0.13513513513513514,0.03260869565217391,0.35135135135135137,0.7142857142857143
271,1,0,666,1,29,4,1,1,0,88,3,3,2,2,11849,10268,1,1,12,3,4,1,2,2,9,1,0.2727272727272727,0.07017543859649122,0.8181818181818182,0.7
272,0,2,1158,1,9,3,3,4,0,94,3,6,4,2,2070,2613,1,0,23,4,4,1,3,2,0,1,0.16666666666666666,0.09090909090909091,0.6666666666666666,0.4
273,0,2,228,2,6,4,3,3,0,98,3,7,4,2,6502,22825,4,0,14,3,2,1,5,4,0,2,0.3333333333333333,0.09090909090909091,0.16666666666666666,2.0
274,0,2,996,1,3,2,3,4,0,100,2,6,3,1,3230,10531,1,0,17,3,1,0,4,4,1,1,0.25,0.08333333333333333,0.0,2.0
275,0,0,728,1,1,4,3,1,0,80,3,5,4,0,13603,11677,2,1,18,3,1,2,2,3,0,1,0.5,0.07692307692307693,0.3333333333333333,0.6666666666666666
276,0,2,1315,1,22,3,1,2,0,71,4,3,2,0,11996,19100,7,0,18,3,2,1,6,2,6,1,0.375,0.06666666666666667,0.25,2.3333333333333335
277,0,2,322,2,7,2,3,1,0,44,4,7,1,0,5605,19191,1,1,24,4,3,1,3,3,7,2,0.2222222222222222,0.043478260869565216,0.7777777777777778,0.0
278,0,1,1479,1,1,3,1,3,0,84,3,4,2,0,6397,26767,1,0,20,4,1,1,6,1,1,1,0.2857142857142857,0.09375,0.5714285714285714,1.0
279,0,2,797,1,4,1,1,1,0,96,3,5,2,0,19144,15815,3,0,14,3,1,2,4,2,1,1,0.45454545454545453,0.01282051282051282,0.5454545454545454,0.5714285714285714
280,0,2,1070,1,3,4,3,3,0,45,3,5,3,2,17584,21016,3,1,16,3,4,3,5,2,1,1,0.6666666666666666,0.05405405405405406,0.5,0.75
281,0,2,635,2,1,1,1,2,0,99,3,7,3,2,4907,24532,1,0,25,4,3,0,3,3,11,2,0.09523809523809523,0.016129032258064516,0.2857142857142857,2.2857142857142856
282,0,1,442,2,2,2,1,2,0,44,3,7,4,1,4554,20260,1,0,18,3,1,0,3,2,0,2,0.18181818181818182,0.05128205128205128,0.8181818181818182,0.7
283,0,2,147,1,20,2,4,2,0,37,3,2,4,2,5415,15972,3,1,19,3,4,1,4,3,0,1,0.18181818181818182,0.029850746268656716,0.7272727272727273,0.7777777777777778
284,0,1,496,1,11,2,3,1,0,60,3,0,1,2,4741,22722,1,1,13,3,3,1,3,3,3,1,0.3333333333333333,0.06451612903225806,0.5,0.75
285,0,2,1372,1,1,3,1,4,0,42,3,6,4,1,2115,15881,1,0,12,3,2,0,3,3,5,1,0.05555555555555555,0.05555555555555555,0.3888888888888889,1.5
286,1,1,920,1,24,3,1,4,0,43,3,2,3,0,3161,19920,3,1,22,4,4,1,0,1,0,1,0.5,0.047619047619047616,0.0,0.0
287,0,2,688,1,23,4,1,4,0,82,3,0,4,0,5745,18899,9,0,14,3,2,1,2,3,1,1,0.6666666666666666,0.08333333333333333,0.6666666666666666,0.6666666666666666
288,1,2,1449,1,16,4,3,1,0,45,3,2,2,0,2373,14180,2,1,13,3,4,1,2,3,0,1,0.25,0.12903225806451613,0.5,0.6666666666666666
289,0,2,1117,1,8,2,1,4,0,66,3,6,4,1,3310,4488,1,0,21,4,4,0,3,3,0,1,0.16666666666666666,0.06060606060606061,0.3333333333333333,1.0
290,0,1,636,1,10,4,1,3,0,35,3,5,1,1,18665,25594,9,1,11,3,4,0,4,3,1,1,1.25,0.056338028169014086,0.5,0.6666666666666666
291,0,2,506,1,3,3,4,3,0,30,3,6,2,1,4485,26285,4,0,12,3,4,0,2,3,7,1,0.2222222222222222,0.06521739130434782,0.7777777777777778,0.0
292,0,1,444,2,5,3,2,4,0,84,3,8,2,0,2789,3909,1,0,11,3,3,1,5,2,2,1,0.3333333333333333,0.09090909090909091,0.6666666666666666,0.6666666666666666
293,1,2,950,2,4,4,2,4,0,48,2,7,4,1,5828,8450,1,1,12,3,2,0,0,3,7,1,0.2222222222222222,0.11764705882352941,0.4444444444444444,1.4
294,0,1,889,1,9,3,3,2,0,53,3,6,4,2,2326,11411,1,1,12,3,3,3,3,2,1,1,0.2,0.07317073170731707,0.4,0.6666666666666666
295,0,1,555,2,26,3,2,3,0,77,3,7,2,2,13525,14864,5,0,14,3,4,1,2,4,4,1,0.19047619047619047,0.046153846153846156,0.38095238095238093,0.4444444444444444
296,1,2,230,1,3,3,1,3,0,54,3,2,3,1,1420,25233,1,0,13,3,3,0,2,3,0,1,1.0,0.16666666666666666,0.0,0.0
297,0,2,1232,2,16,3,2,3,0,96,3,7,2,2,8020,5100,0,0,15,3,3,2,3,2,6,1,0.25,0.06382978723404255,0.75,0.9
298,0,1,566,1,18,4,1,3,0,81,4,2,4,2,3688,7122,4,0,18,3,4,2,2,3,0,1,0.5,0.1,0.0,0.0
299,0,2,1302,1,2,3,3,4,0,84,1,4,2,0,5482,16321,5,0,18,3,4,1,3,3,1,1,0.4,0.046875,0.4,0.3333333333333333
300,0,2,334,2,2,4,1,4,0,88,3,3,2,1,16015,15896,1,0,19,3,2,0,2,3,0,2,0.17391304347826086,0.06349206349206349,0.17391304347826086,2.0
301,0,2,812,2,10,3,3,4,0,69,2,8,3,1,1200,9724,1,0,12,3,1,0,2,3,0,2,1.0,0.16666666666666666,0.0,0.0
302,0,2,1476,1,16,2,3,2,0,68,4,0,1,1,5661,4824,0,0,19,3,3,0,2,3,0,1,0.2222222222222222,0.05405405405405406,0.7777777777777778,0.375
303,0,2,218,2,7,3,4,2,0,100,4,7,4,2,6929,12241,4,0,11,3,2,1,3,2,7,2,0.2222222222222222,0.07317073170731707,0.7777777777777778,0.875
304,0,2,1132,1,1,3,3,3,0,48,4,0,4,0,9613,10942,0,0,17,3,1,3,5,2,3,1,0.15789473684210525,0.05172413793103448,0.3684210526315789,1.25
305,0,0,1105,1,24,4,1,2,0,47,3,2,2,2,5674,6927,7,0,15,3,3,1,3,3,0,1,0.2,0.0851063829787234,0.8,0.8888888888888888
306,0,2,906,2,7,3,1,4,0,91,2,7,3,2,5484,16985,1,0,14,3,3,1,3,2,4,2,0.14285714285714285,0.06666666666666667,0.5714285714285714,0.8888888888888888
307,0,2,849,1,25,2,1,1,0,81,2,5,2,2,12061,26707,3,0,17,3,3,1,2,3,0,1,0.2727272727272727,0.03508771929824561,0.09090909090909091,4.0
308,0,0,390,1,1,4,1,4,0,32,1,0,3,0,5660,17056,2,1,13,3,4,1,2,3,1,1,0.3333333333333333,0.05714285714285714,0.3333333333333333,1.0
309,0,2,691,1,5,4,4,3,0,86,3,6,4,2,4821,10077,0,1,12,3,3,1,4,3,0,1,0.16666666666666666,0.10810810810810811,0.5,0.5
310,0,2,106,0,2,3,0,1,0,62,2,1,1,2,6410,17822,3,0,12,3,4,0,1,3,1,1,0.6666666666666666,0.075,0.0,2.0
311,0,1,1249,1,7,3,1,1,0,97,3,2,1,0,5210,20308,1,0,18,3,1,1,2,3,9,1,0.12,0.043478260869565216,0.44,0.75
312,0,2,192,1,2,4,1,3,0,32,3,6,4,0,2695,7747,0,1,18,3,2,1,2,1,2,1,0.3333333333333333,0.11764705882352941,0.6666666666666666,0.6666666666666666
313,0,1,553,1,5,4,1,4,0,74,3,3,2,2,11878,23364,6,0,11,3,2,2,2,3,8,1,0.2727272727272727,0.08888888888888889,0.7272727272727273,0.6666666666666666
314,0,2,117,1,10,1,3,3,0,99,3,3,1,2,17068,5355,1,1,14,3,4,0,3,3,11,1,0.18181818181818182,0.016666666666666666,0.45454545454545453,0.8181818181818182
315,0,1,185,1,10,4,1,3,0,33,3,2,4,1,2455,10675,0,0,19,3,1,0,5,3,1,1,0.1111111111111111,0.07692307692307693,0.7777777777777778,0.875
316,0,2,1091,1,1,2,4,3,0,90,2,0,3,1,13964,17810,7,1,12,3,4,0,2,3,0,1,0.5,0.02702702702702703,0.875,0.125
317,1,2,723,1,8,4,3,3,0,85,2,6,2,2,4941,17747,2,0,15,3,1,0,3,2,7,1,0.2222222222222222,0.06349206349206349,0.7777777777777778,0.25
318,0,2,1220,1,5,3,1,3,0,85,3,6,2,1,2478,20938,1,1,12,3,2,0,2,2,1,1,0.2,0.0967741935483871,0.4,1.0
319,0,2,588,2,8,2,4,3,0,65,2,7,2,2,5228,24624,1,1,11,3,4,0,2,3,11,2,0.14285714285714285,0.044444444444444446,0.6428571428571429,1.2
320,0,2,1377,2,2,3,1,4,0,74,3,7,3,1,4478,5242,1,1,11,3,1,0,3,3,0,2,0.3333333333333333,0.09375,0.6666666666666666,0.8
321,0,2,691,2,7,3,2,4,0,73,3,7,4,0,7547,7143,4,0,12,3,4,3,3,3,1,1,0.25,0.06818181818181818,0.875,0.875
322,0,2,1018,1,2,4,3,1,0,74,4,6,4,1,5055,10557,7,0,16,3,3,0,0,2,0,1,0.25,0.09523809523809523,0.875,0.875
323,1,2,1157,1,2,4,3,1,0,84,1,6,4,2,3464,24737,5,1,13,3,4,0,4,2,2,1,0.25,0.12121212121212122,0.5,0.6666666666666666
324,0,2,1275,1,28,2,3,4,0,64,3,6,4,2,5775,11934,1,0,13,3,4,2,2,3,1,1,0.18181818181818182,0.04878048780487805,0.8181818181818182,0.8
